µçÑ¹,µçÁ÷
8.348,0.026
26.087,0.026
43.775,0.026
61.093,0.026
77.199,0.027
92.341,0.027
107.34,0.027
121.97,0.027
136.373,0.027
149.439,0.027
162.574,0.027
176.209,0.027
188.357,0.028
201.419,0.028
214.879,0.028
225.61,0.028
232.979,0.028
240.149,0.028
250.107,0.028
259.937,0.028
267.76,0.072
275.039,0.68
281.642,2.124
287.783,2.99
293.165,3.046
298.001,2.902
302.424,2.731
307.185,2.811
312.532,3.006
317.729,2.98
322.109,2.685
325.33,2.226
327.44,1.737
328.985,1.429
330.357,1.283
331.516,1.154
332.292,0.975
332.523,0.742
331.986,0.447
329.055,0.123
320.04,-0.017
304.894,-0.029
289.022,-0.029
277.912,-0.029
269.965,-0.029
261.284,-0.029
251.906,-0.029
241.608,-0.029
230.031,-0.029
217.809,-0.029
204.854,-0.029
191.476,-0.03
178.224,-0.03
164.855,-0.03
151.587,-0.03
137.204,-0.03
121.409,-0.03
105.149,-0.031
88.456,-0.031
71.14,-0.031
54.184,-0.031
39.004,-0.031
23.857,-0.032
7.91,-0.032
-8.904,-0.032
-26.734,-0.032
-43.7,-0.032
-60.463,-0.032
-76.776,-0.033
-91.609,-0.033
-105.958,-0.033
-120.255,-0.033
-134.883,-0.033
-148.825,-0.033
-162.723,-0.034
-176.588,-0.034
-188.602,-0.034
-201.439,-0.034
-214.897,-0.034
-225.777,-0.034
-233.257,-0.034
-240.5,-0.034
-250.402,-0.034
-260.009,-0.034
-267.676,-0.073
-274.865,-0.643
-281.317,-2.038
-287.192,-2.878
-292.29,-2.925
-297.055,-2.861
-302.083,-2.934
-307.546,-3.089
-313.046,-3.125
-318.056,-2.957
-322.25,-2.631
-325.39,-2.196
-327.491,-1.737
-329.066,-1.444
-330.467,-1.302
-331.657,-1.175
-332.46,-0.997
-332.727,-0.766
-332.25,-0.474
-329.391,-0.144
-320.403,0.009
-305.131,0.023
-289.232,0.023
-278.082,0.023
-270.069,0.023
-261.352,0.023
-252.074,0.023
-241.965,0.024
-230.544,0.024
-218.34,0.024
-205.316,0.024
-191.627,0.024
-178.148,0.024
-164.838,0.024
-151.642,0.024
-137.281,0.025
-121.509,0.025
-105.18,0.025
-88.295,0.025
-70.818,0.025
-54.131,0.025
-39.824,0.026
-25.466,0.026
-9.564,0.026
7.48,0.026
25.727,0.026
43.151,0.026
60.066,0.026
76.256,0.027
91.327,0.027
106.489,0.027
121.208,0.027
135.498,0.027
148.688,0.027
161.937,0.027
175.657,0.027
187.949,0.028
200.916,0.028
214.258,0.028
225.056,0.028
232.613,0.028
239.851,0.028
249.698,0.028
259.55,0.028
267.421,0.063
274.684,0.614
281.257,2.035
287.386,2.952
292.8,3.046
297.677,2.915
302.108,2.736
306.822,2.799
312.166,3.003
317.415,3.002
321.891,2.727
325.19,2.264
327.327,1.76
328.884,1.439
330.263,1.289
331.429,1.159
332.214,0.979
332.47,0.747
331.979,0.455
329.232,0.133
320.431,-0.015
305.263,-0.028
289.402,-0.029
278.261,-0.029
270.274,-0.029
261.558,-0.029
252.167,-0.029
241.939,-0.029
230.454,-0.029
218.29,-0.029
205.335,-0.03
191.918,-0.03
178.624,-0.03
165.228,-0.03
151.945,-0.03
137.789,-0.03
122.269,-0.03
106.074,-0.031
89.307,-0.031
71.801,-0.031
54.662,-0.031
39.482,-0.031
24.554,-0.032
8.859,-0.032
-7.716,-0.032
-25.663,-0.032
-43.031,-0.032
-60.036,-0.032
-76.289,-0.033
-90.905,-0.033
-105.173,-0.033
-119.536,-0.033
-134.286,-0.033
-148.425,-0.033
-162.356,-0.034
-176.209,-0.034
-188.21,-0.034
-200.971,-0.034
-214.337,-0.034
-225.245,-0.034
-232.943,-0.034
-240.184,-0.034
-249.893,-0.034
-259.524,-0.034
-267.237,-0.066
-274.465,-0.587
-280.938,-1.969
-286.825,-2.858
-291.94,-2.925
-296.71,-2.866
-301.741,-2.939
-307.223,-3.098
-312.768,-3.142
-317.815,-2.976
-322.06,-2.651
-325.246,-2.214
-327.386,-1.751
-328.982,-1.454
-330.4,-1.311
-331.607,-1.182
-332.43,-1.005
-332.721,-0.774
-332.286,-0.485
-329.637,-0.154
-321.116,0.007
-306.127,0.023
-290.104,0.023
-278.712,0.023
-270.631,0.023
-261.849,0.023
-252.379,0.023
-242.204,0.024
-230.871,0.024
-218.667,0.024
-205.615,0.024
-191.88,0.024
-178.388,0.024
-165.146,0.024
-151.998,0.024
-137.837,0.025
-122.334,0.025
-106.121,0.025
-89.198,0.025
-71.634,0.025
-54.768,0.026
-40.234,0.026
-25.789,0.026
-9.837,0.026
7.043,0.026
25.041,0.026
42.442,0.026
59.435,0.027
75.663,0.027
90.751,0.027
105.762,0.027
120.395,0.027
134.455,0.027
147.629,0.027
160.993,0.027
175.005,0.028
187.45,0.028
200.366,0.028
213.822,0.028
224.816,0.028
232.345,0.028
239.227,0.028
248.845,0.028
258.928,0.028
266.939,0.057
274.223,0.555
280.792,1.95
286.935,2.925
292.418,3.056
297.34,2.931
301.807,2.748
306.483,2.787
311.786,2.988
317.079,3.013
321.651,2.758
325.04,2.303
327.254,1.793
328.849,1.46
330.247,1.304
331.425,1.169
332.22,0.988
332.49,0.76
332.048,0.473
329.441,0.146
320.994,-0.012
306.142,-0.029
290.11,-0.029
278.554,-0.029
270.464,-0.029
261.752,-0.029
252.367,-0.029
242.302,-0.029
230.979,-0.029
218.933,-0.029
206.076,-0.029
192.651,-0.03
179.323,-0.03
165.889,-0.03
152.571,-0.03
138.376,-0.03
122.825,-0.03
106.671,-0.03
89.99,-0.031
72.592,-0.031
55.42,-0.031
40.142,-0.031
25.326,-0.031
9.44,-0.032
-7.238,-0.032
-25.033,-0.032
-42.104,-0.032
-58.895,-0.032
-75.337,-0.032
-90.222,-0.033
-104.605,-0.033
-118.98,-0.033
-133.606,-0.033
-147.574,-0.033
-161.391,-0.033
-175.371,-0.034
-187.476,-0.034
-200.158,-0.034
-213.645,-0.034
-224.938,-0.034
-232.835,-0.034
-239.919,-0.034
-249.454,-0.034
-259.105,-0.034
-266.831,-0.059
-274.053,-0.524
-280.571,-1.882
-286.514,-2.836
-291.657,-2.921
-296.382,-2.849
-301.35,-2.914
-306.804,-3.082
-312.394,-3.155
-317.529,-3.009
-321.838,-2.683
-325.074,-2.241
-327.245,-1.771
-328.836,-1.461
-330.25,-1.315
-331.471,-1.19
-332.318,-1.014
-332.635,-0.782
-332.24,-0.495
-329.766,-0.166
-321.573,0.004
-306.888,0.023
-290.693,0.023
-278.771,0.023
-270.55,0.023
-261.946,0.023
-252.72,0.023
-242.818,0.024
-231.602,0.024
-219.51,0.024
-206.538,0.024
-192.707,0.024
-179.152,0.024
-165.958,0.024
-152.788,0.024
-138.495,0.025
-122.778,0.025
-106.548,0.025
-89.805,0.025
-72.467,0.025
-55.735,0.025
-41.195,0.026
-26.682,0.026
-10.602,0.026
6.329,0.026
24.399,0.026
41.719,0.026
58.572,0.026
74.869,0.026
89.834,0.027
104.751,0.027
119.512,0.027
133.818,0.027
147.107,0.027
160.389,0.027
174.461,0.028
186.913,0.028
199.686,0.028
213.062,0.028
224.137,0.028
231.963,0.028
238.984,0.028
248.496,0.028
258.484,0.028
266.488,0.052
273.808,0.512
280.468,1.899
286.717,2.934
292.248,3.07
297.168,2.934
301.61,2.745
306.243,2.776
311.537,2.987
316.818,3.008
321.349,2.743
324.741,2.299
326.975,1.802
328.572,1.463
329.976,1.304
331.189,1.178
332.041,1.008
332.37,0.779
331.978,0.49
329.529,0.158
321.436,-0.01
306.879,-0.028
290.76,-0.029
278.961,-0.029
270.949,-0.029
262.414,-0.029
253.145,-0.029
243.029,-0.029
231.549,-0.029
219.392,-0.029
206.549,-0.03
193.15,-0.03
179.854,-0.03
166.551,-0.03
153.391,-0.03
139.288,-0.03
123.652,-0.03
107.355,-0.03
90.629,-0.031
73.345,-0.031
56.337,-0.031
41.066,-0.031
26.191,-0.032
10.432,-0.032
-6.111,-0.032
-24.039,-0.032
-41.427,-0.032
-58.422,-0.032
-74.928,-0.033
-89.9,-0.033
-104.04,-0.033
-118.131,-0.033
-132.605,-0.033
-146.674,-0.033
-160.678,-0.033
-174.891,-0.034
-187.022,-0.034
-199.614,-0.034
-213.055,-0.034
-224.267,-0.034
-232.198,-0.034
-239.36,-0.034
-248.924,-0.034
-258.741,-0.034
-266.561,-0.056
-273.769,-0.499
-280.256,-1.843
-286.195,-2.822
-291.39,-2.936
-296.151,-2.862
-301.12,-2.916
-306.572,-3.083
-312.137,-3.147
-317.251,-3.001
-321.563,-2.68
-324.819,-2.244
-327.023,-1.777
-328.631,-1.465
-330.063,-1.321
-331.31,-1.204
-332.201,-1.039
-332.588,-0.816
-332.3,-0.534
-330.072,-0.194
-322.333,-0.002
-307.884,0.023
-291.685,0.023
-279.617,0.023
-271.241,0.023
-262.538,0.024
-253.24,0.024
-243.361,0.024
-232.182,0.024
-220.035,0.024
-207.056,0.024
-193.376,0.024
-179.86,0.024
-166.584,0.024
-153.434,0.024
-139.293,0.025
-123.778,0.025
-107.665,0.025
-90.862,0.025
-73.315,0.025
-56.245,0.026
-41.488,0.026
-27.222,0.026
-11.461,0.026
5.142,0.026
22.814,0.026
40.299,0.026
57.967,0.026
74.401,0.027
89.478,0.027
104.471,0.027
118.918,0.027
133.039,0.027
146.331,0.028
159.512,0.028
173.749,0.028
186.435,0.028
199.234,0.028
212.615,0.028
223.768,0.028
231.671,0.028
238.63,0.028
247.97,0.028
258.029,0.028
266.137,0.047
273.499,0.468
280.16,1.82
286.368,2.886
291.934,3.067
296.924,2.956
301.43,2.766
306.058,2.776
311.35,2.988
316.67,3.024
321.277,2.772
324.689,2.316
326.923,1.806
328.519,1.466
329.947,1.315
331.186,1.195
332.07,1.027
332.442,0.801
332.129,0.518
329.971,0.181
322.482,-0.005
308.006,-0.028
291.446,-0.029
279.273,-0.029
271.246,-0.029
262.723,-0.029
253.364,-0.029
243.398,-0.029
232.175,-0.029
220.136,-0.029
207.403,-0.029
193.761,-0.03
180.397,-0.03
167.318,-0.03
153.716,-0.03
139.673,-0.03
124.241,-0.03
108.203,-0.031
91.668,-0.031
74.328,-0.031
56.982,-0.031
41.371,-0.031
26.514,-0.032
10.727,-0.032
-5.716,-0.032
-23.317,-0.032
-40.493,-0.032
-57.365,-0.032
-74.093,-0.033
-89.173,-0.033
-103.557,-0.033
-117.782,-0.033
-132.241,-0.033
-146.332,-0.033
-160.136,-0.034
-174.306,-0.034
-186.688,-0.034
-199.268,-0.034
-212.591,-0.034
-223.932,-0.034
-231.994,-0.034
-239.064,-0.034
-248.351,-0.034
-258.122,-0.034
-266.04,-0.05
-273.362,-0.434
-279.951,-1.736
-285.952,-2.792
-291.218,-2.949
-295.983,-2.867
-300.923,-2.912
-306.351,-3.073
-311.96,-3.163
-317.143,-3.032
-321.546,-2.718
-324.869,-2.275
-327.085,-1.795
-328.684,-1.466
-330.093,-1.314
-331.33,-1.197
-332.226,-1.032
-332.606,-0.81
-332.31,-0.531
-330.161,-0.194
-322.663,-0.003
-308.41,0.023
-292.014,0.023
-279.518,0.023
-270.998,0.023
-262.503,0.023
-253.48,0.023
-243.629,0.023
-232.667,0.024
-220.68,0.024
-207.867,0.024
-194.174,0.024
-180.461,0.024
-167.02,0.024
-153.788,0.024
-139.705,0.025
-124.145,0.025
-108.109,0.025
-91.606,0.025
-74.362,0.025
-57.36,0.025
-42.359,0.026
-27.781,0.026
-11.846,0.026
4.861,0.026
22.727,0.026
40.107,0.026
56.946,0.026
73.462,0.026
88.572,0.027
103.604,0.027
118.415,0.027
132.764,0.027
146.161,0.027
159.254,0.027
173.201,0.028
185.691,0.028
198.476,0.028
212.079,0.028
223.439,0.028
231.416,0.028
238.193,0.028
247.305,0.028
257.451,0.028
265.766,0.045
273.274,0.446
280.004,1.786
286.253,2.888
291.868,3.086
296.859,2.961
301.35,2.764
305.967,2.772
311.266,2.987
316.588,3.028
321.224,2.784
324.671,2.324
326.918,1.811
328.517,1.465
329.925,1.306
331.154,1.187
332.034,1.02
332.398,0.797
332.092,0.519
329.994,0.186
322.674,-0.003
308.585,-0.028
292.256,-0.029
279.841,-0.029
271.478,-0.029
262.919,-0.029
253.743,-0.029
243.714,-0.029
232.486,-0.029
220.346,-0.029
207.558,-0.029
194.173,-0.029
180.852,-0.03
167.624,-0.03
154.472,-0.03
140.515,-0.03
125.001,-0.03
108.844,-0.031
92.212,-0.031
74.898,-0.031
57.675,-0.031
42.164,-0.031
27.274,-0.031
11.529,-0.032
-4.931,-0.032
-22.701,-0.032
-40.09,-0.032
-56.974,-0.032
-73.48,-0.033
-88.634,-0.033
-103.043,-0.033
-117.16,-0.033
-131.661,-0.033
-145.836,-0.033
-159.727,-0.033
-173.97,-0.034
-186.019,-0.034
-198.409,-0.034
-211.803,-0.034
-223.391,-0.034
-231.642,-0.034
-238.618,-0.034
-247.848,-0.034
-257.828,-0.034
-265.863,-0.05
-273.191,-0.424
-279.76,-1.714
-285.74,-2.776
-291.007,-2.941
-295.768,-2.861
-300.698,-2.902
-306.12,-3.07
-311.73,-3.161
-316.938,-3.038
-321.371,-2.73
-324.725,-2.29
-326.974,-1.811
-328.591,-1.479
-330.019,-1.324
-331.272,-1.206
-332.178,-1.042
-332.574,-0.821
-332.304,-0.543
-330.271,-0.205
-322.999,-0.005
-308.945,0.023
-292.705,0.023
-280.208,0.023
-271.614,0.023
-262.905,0.023
-253.751,0.023
-243.844,0.023
-232.949,0.024
-221.03,0.024
-208.214,0.024
-194.551,0.024
-180.856,0.024
-167.469,0.024
-154.338,0.024
-140.394,0.024
-124.938,0.024
-108.913,0.025
-92.286,0.025
-74.814,0.025
-57.67,0.025
-42.709,0.025
-28.379,0.026
-12.665,0.026
3.921,0.026
21.862,0.026
39.535,0.026
56.486,0.027
72.806,0.027
88.01,0.027
102.955,0.027
117.692,0.027
132.175,0.027
145.653,0.027
158.695,0.027
172.84,0.027
185.367,0.027
197.936,0.028
211.392,0.028
222.916,0.028
231.02,0.028
237.899,0.028
247.012,0.028
257.182,0.028
265.536,0.043
273.035,0.416
279.752,1.726
285.975,2.853
291.609,3.079
296.632,2.967
301.127,2.768
305.717,2.767
310.978,2.975
316.314,3.031
321.007,2.805
324.521,2.355
326.819,1.84
328.434,1.481
329.854,1.315
331.095,1.195
331.989,1.028
332.374,0.804
332.088,0.524
330.026,0.189
322.725,-0.003
308.755,-0.028
292.55,-0.029
280.069,-0.029
271.576,-0.029
262.954,-0.029
253.95,-0.029
244.038,-0.029
232.96,-0.029
221.013,-0.029
208.366,-0.03
195.005,-0.03
181.55,-0.03
168.182,-0.03
154.997,-0.03
141.149,-0.03
125.741,-0.03
109.692,-0.03
93.171,-0.031
75.783,-0.031
58.233,-0.031
42.458,-0.031
27.749,-0.031
12.141,-0.032
-4.206,-0.032
-21.766,-0.032
-39.02,-0.032
-55.803,-0.032
-72.504,-0.033
-87.715,-0.033
-102.206,-0.033
-116.495,-0.033
-131.102,-0.033
-145.245,-0.033
-158.931,-0.033
-173.188,-0.034
-185.632,-0.034
-198.124,-0.034
-211.642,-0.034
-223.109,-0.034
-231.311,-0.034
-238.267,-0.034
-247.27,-0.034
-257.203,-0.034
-265.316,-0.046
-272.727,-0.382
-279.411,-1.647
-285.491,-2.77
-290.846,-2.968
-295.627,-2.875
-300.525,-2.901
-305.916,-3.062
-311.524,-3.159
-316.767,-3.048
-321.233,-2.745
-324.626,-2.305
-326.919,-1.826
-328.562,-1.489
-330.006,-1.328
-331.266,-1.213
-332.2,-1.054
-332.636,-0.835
-332.439,-0.565
-330.649,-0.229
-323.923,-0.012
-310.115,0.023
-293.402,0.023
-280.293,0.023
-271.643,0.023
-263.24,0.024
-254.314,0.024
-244.554,0.024
-233.587,0.024
-221.671,0.024
-208.954,0.024
-195.28,0.024
-181.526,0.024
-168.112,0.024
-154.946,0.024
-141.108,0.025
-125.742,0.025
-109.741,0.025
-93.208,0.025
-75.895,0.025
-58.829,0.025
-43.638,0.026
-28.924,0.026
-13.132,0.026
3.298,0.026
21.097,0.026
38.632,0.026
55.554,0.027
72.156,0.027
87.409,0.027
102.486,0.027
117.438,0.027
131.875,0.027
145.167,0.027
158.012,0.028
171.987,0.028
184.586,0.028
197.341,0.028
210.956,0.028
222.586,0.028
230.788,0.028
237.512,0.028
246.527,0.028
256.861,0.028
265.316,0.041
272.835,0.383
279.599,1.668
285.849,2.832
291.495,3.076
296.501,2.962
300.995,2.764
305.558,2.753
310.793,2.961
316.14,3.029
320.861,2.814
324.429,2.371
326.783,1.856
328.413,1.489
329.829,1.32
331.087,1.206
332.026,1.048
332.457,0.827
332.245,0.554
330.443,0.219
323.731,0.005
310.044,-0.028
293.549,-0.029
280.714,-0.029
272.31,-0.029
263.809,-0.029
254.63,-0.029
244.627,-0.029
233.436,-0.029
221.414,-0.029
208.813,-0.029
195.546,-0.029
182.18,-0.03
168.776,-0.03
155.461,-0.03
141.607,-0.03
126.144,-0.03
110.121,-0.031
93.811,-0.031
76.697,-0.031
59.421,-0.031
43.622,-0.031
28.567,-0.031
12.773,-0.032
-3.61,-0.032
-21.256,-0.032
-38.584,-0.032
-55.35,-0.032
-71.893,-0.032
-87.094,-0.033
-101.615,-0.033
-115.841,-0.033
-130.419,-0.033
-144.684,-0.033
-158.282,-0.033
-172.498,-0.034
-184.939,-0.034
-197.291,-0.034
-210.936,-0.034
-222.826,-0.034
-231.11,-0.034
-237.972,-0.034
-246.997,-0.034
-257.083,-0.034
-265.267,-0.044
-272.629,-0.346
-279.278,-1.569
-285.322,-2.724
-290.698,-2.957
-295.501,-2.874
-300.396,-2.9
-305.784,-3.058
-311.392,-3.157
-316.636,-3.053
-321.145,-2.763
-324.599,-2.33
-326.925,-1.845
-328.574,-1.498
-330.012,-1.334
-331.278,-1.219
-332.224,-1.058
-332.666,-0.838
-332.472,-0.569
-330.748,-0.235
-324.168,-0.015
-310.573,0.022
-294.003,0.023
-280.834,0.023
-272.06,0.023
-263.606,0.023
-254.746,0.023
-245.064,0.024
-234.192,0.024
-222.245,0.024
-209.511,0.024
-195.946,0.024
-182.267,0.024
-168.834,0.024
-155.647,0.024
-141.81,0.025
-126.361,0.025
-110.25,0.025
-93.731,0.025
-76.47,0.025
-59.363,0.026
-44.213,0.026
-29.767,0.026
-13.943,0.026
2.787,0.026
20.736,0.026
38.237,0.026
54.949,0.026
71.297,0.027
86.659,0.027
101.678,0.027
116.423,0.027
130.805,0.027
144.354,0.027
157.399,0.027
171.656,0.028
184.569,0.028
197.14,0.028
210.596,0.028
222.203,0.028
230.446,0.028
237.272,0.028
246.132,0.028
256.358,0.028
264.775,0.036
272.295,0.325
279.15,1.562
285.478,2.8
291.238,3.101
296.318,2.991
300.843,2.783
305.355,2.744
310.538,2.947
315.908,3.037
320.696,2.841
324.339,2.403
326.742,1.883
328.391,1.504
329.824,1.326
331.098,1.209
332.044,1.049
332.487,0.83
332.294,0.559
330.584,0.225
324.117,0.008
310.64,-0.028
294.11,-0.029
281.076,-0.029
272.626,-0.029
264.148,-0.029
255.096,-0.029
245.264,-0.029
234.139,-0.029
222.1,-0.029
209.414,-0.029
196.077,-0.029
182.723,-0.03
169.423,-0.03
156.219,-0.03
142.531,-0.03
127.129,-0.03
111.003,-0.03
94.544,-0.031
77.286,-0.031
59.798,-0.031
43.824,-0.031
29.046,-0.032
13.487,-0.032
-2.794,-0.032
-20.381,-0.032
-37.741,-0.032
-54.556,-0.032
-71.442,-0.033
-86.761,-0.033
-101.041,-0.033
-115.164,-0.033
-129.702,-0.033
-143.964,-0.033
-157.596,-0.033
-171.991,-0.033
-184.607,-0.034
-196.917,-0.034
-210.411,-0.034
-222.225,-0.034
-230.688,-0.034
-237.575,-0.034
-246.442,-0.034
-256.6,-0.034
-264.934,-0.042
-272.316,-0.314
-278.994,-1.502
-285.05,-2.692
-290.435,-2.953
-295.211,-2.866
-300.054,-2.878
-305.378,-3.033
-310.979,-3.15
-316.281,-3.066
-320.855,-2.787
-324.401,-2.366
-326.82,-1.882
-328.499,-1.515
-329.939,-1.337
-331.21,-1.22
-332.161,-1.063
-332.617,-0.848
-332.441,-0.579
-330.751,-0.241
-324.365,-0.016
-311.071,0.022
-294.636,0.023
-281.458,0.023
-272.668,0.023
-264.055,0.023
-255.076,0.023
-245.463,0.024
-234.573,0.024
-222.558,0.024
-209.845,0.024
-196.409,0.024
-182.846,0.024
-169.529,0.024
-156.388,0.024
-142.528,0.024
-126.99,0.025
-110.875,0.025
-94.413,0.025
-77.146,0.025
-59.832,0.025
-44.383,0.025
-30.154,0.025
-14.635,0.026
1.813,0.026
19.372,0.026
36.893,0.026
54.382,0.026
71.04,0.027
86.214,0.027
101.22,0.027
115.933,0.027
130.411,0.027
143.923,0.027
156.726,0.028
170.918,0.028
183.717,0.028
196.209,0.028
209.866,0.028
221.821,0.028
230.287,0.028
236.994,0.028
245.606,0.028
255.84,0.028
264.393,0.036
272,0.313
278.919,1.534
285.265,2.782
291.019,3.092
296.108,2.991
300.656,2.789
305.132,2.731
310.294,2.933
315.64,3.024
320.438,2.842
324.149,2.427
326.626,1.916
328.317,1.526
329.768,1.337
331.049,1.219
332.003,1.061
332.464,0.841
332.287,0.569
330.633,0.232
324.312,0.01
311.008,-0.028
294.586,-0.029
281.449,-0.029
272.927,-0.029
264.512,-0.029
255.419,-0.029
245.535,-0.029
234.394,-0.029
222.369,-0.029
209.799,-0.029
196.605,-0.03
183.286,-0.03
169.961,-0.03
156.673,-0.03
142.954,-0.03
127.606,-0.03
111.525,-0.031
95.137,-0.031
78.026,-0.031
60.604,-0.031
44.526,-0.031
29.534,-0.032
13.881,-0.032
-2.204,-0.032
-19.568,-0.032
-36.968,-0.032
-53.842,-0.032
-70.752,-0.033
-86.095,-0.033
-100.458,-0.033
-114.664,-0.033
-129.197,-0.033
-143.538,-0.033
-157.122,-0.033
-171.369,-0.034
-183.975,-0.034
-196.096,-0.034
-209.572,-0.034
-221.666,-0.034
-230.314,-0.034
-237.255,-0.034
-245.982,-0.034
-256.14,-0.034
-264.533,-0.04
-271.946,-0.284
-278.675,-1.429
-284.752,-2.654
-290.197,-2.96
-295.021,-2.882
-299.89,-2.892
-305.216,-3.041
-310.847,-3.163
-316.161,-3.077
-320.767,-2.804
-324.34,-2.383
-326.779,-1.897
-328.476,-1.526
-329.929,-1.342
-331.209,-1.221
-332.165,-1.065
-332.633,-0.85
-332.489,-0.585
-330.89,-0.251
-324.617,-0.02
-311.461,0.022
-295.175,0.023
-281.84,0.023
-272.888,0.023
-264.368,0.023
-255.438,0.023
-245.852,0.023
-235.154,0.023
-223.338,0.024
-210.67,0.024
-197.056,0.024
-183.19,0.024
-169.795,0.024
-156.827,0.024
-143.178,0.024
-127.78,0.025
-111.634,0.025
-95.12,0.025
-77.931,0.025
-60.735,0.025
-45.265,0.025
-30.919,0.025
-15.257,0.026
1.305,0.026
19.148,0.026
36.838,0.026
53.756,0.026
70.41,0.026
85.711,0.027
100.623,0.027
115.372,0.027
129.763,0.027
143.442,0.027
156.317,0.027
170.465,0.027
183.219,0.027
195.752,0.028
209.214,0.028
221.143,0.028
229.892,0.028
236.611,0.028
245.218,0.028
255.571,0.028
264.188,0.034
271.774,0.286
278.664,1.463
284.99,2.741
290.777,3.091
295.89,3.001
300.447,2.794
304.91,2.729
310.059,2.931
315.432,3.034
320.296,2.862
324.058,2.45
326.572,1.935
328.286,1.535
329.745,1.34
331.031,1.219
331.989,1.061
332.459,0.842
332.3,0.573
330.722,0.242
324.545,0.014
311.41,-0.028
295.192,-0.029
281.966,-0.029
273.179,-0.029
264.627,-0.029
255.591,-0.029
245.896,-0.029
234.945,-0.029
222.983,-0.029
210.374,-0.03
197.062,-0.03
183.729,-0.03
170.543,-0.03
157.404,-0.03
143.807,-0.03
128.495,-0.031
112.302,-0.031
95.764,-0.031
78.582,-0.031
61.185,-0.031
45.105,-0.031
30.393,-0.032
14.842,-0.032
-1.523,-0.032
-19.101,-0.032
-36.539,-0.032
-53.216,-0.032
-69.98,-0.032
-85.444,-0.033
-99.843,-0.033
-113.937,-0.033
-128.347,-0.033
-142.839,-0.033
-156.58,-0.033
-170.954,-0.034
-183.616,-0.034
-195.724,-0.034
-209.213,-0.034
-221.311,-0.034
-230.063,-0.034
-236.999,-0.034
-245.632,-0.035
-255.802,-0.034
-264.237,-0.04
-271.674,-0.269
-278.458,-1.396
-284.567,-2.639
-290.024,-2.957
-294.837,-2.875
-299.669,-2.875
-304.947,-3.017
-310.55,-3.148
-315.888,-3.079
-320.542,-2.817
-324.184,-2.405
-326.677,-1.922
-328.388,-1.54
-329.841,-1.351
-331.138,-1.231
-332.116,-1.074
-332.6,-0.862
-332.489,-0.602
-331.032,-0.272
-325.088,-0.028
-312.203,0.022
-295.953,0.023
-282.467,0.023
-273.472,0.023
-264.951,0.023
-255.927,0.023
-246.261,0.023
-235.389,0.023
-223.436,0.024
-210.739,0.024
-197.296,0.024
-183.645,0.024
-170.351,0.024
-157.372,0.024
-143.828,0.024
-128.551,0.025
-112.511,0.025
-96.028,0.025
-78.695,0.025
-61.31,0.025
-45.767,0.026
-31.507,0.026
-16.032,0.026
0.341,0.026
18.143,0.026
35.944,0.026
52.855,0.026
69.555,0.027
84.979,0.027
99.942,0.027
114.71,0.027
129.005,0.027
142.68,0.027
155.664,0.027
169.736,0.027
182.786,0.028
195.195,0.028
208.69,0.028
220.792,0.028
229.452,0.028
236.279,0.028
244.885,0.028
255.212,0.028
263.895,0.033
271.452,0.257
278.372,1.394
284.705,2.697
290.506,3.081
295.636,3.003
300.25,2.811
304.7,2.727
309.793,2.915
315.133,3.023
319.993,2.863
323.819,2.471
326.422,1.968
328.168,1.558
329.635,1.353
330.935,1.231
331.929,1.076
332.446,0.86
332.339,0.594
330.903,0.262
325.091,0.021
312.232,-0.028
295.841,-0.029
282.229,-0.029
273.421,-0.029
265.071,-0.029
256.023,-0.029
246.359,-0.029
235.458,-0.029
223.631,-0.029
211.224,-0.03
198.022,-0.03
184.526,-0.03
171.084,-0.03
157.797,-0.03
144.26,-0.03
129.136,-0.031
113.165,-0.031
96.773,-0.031
79.55,-0.031
62.009,-0.031
45.804,-0.031
30.99,-0.032
15.458,-0.032
-0.662,-0.032
-18.092,-0.032
-35.607,-0.032
-52.407,-0.033
-69.334,-0.033
-84.849,-0.033
-99.205,-0.033
-113.15,-0.033
-127.432,-0.033
-142.007,-0.034
-155.885,-0.034
-170.359,-0.034
-183.259,-0.034
-195.295,-0.034
-208.526,-0.034
-220.768,-0.034
-229.782,-0.034
-236.657,-0.034
-245.102,-0.034
-255.261,-0.034
-263.793,-0.038
-271.264,-0.233
-278.114,-1.306
-284.252,-2.594
-289.742,-2.954
-294.55,-2.871
-299.359,-2.87
-304.616,-3.014
-310.218,-3.149
-315.556,-3.081
-320.225,-2.825
-323.935,-2.429
-326.523,-1.953
-328.28,-1.56
-329.745,-1.358
-331.053,-1.236
-332.049,-1.085
-332.574,-0.874
-332.492,-0.612
-331.095,-0.279
-325.397,-0.03
-312.856,0.021
-296.765,0.023
-283.06,0.023
-273.826,0.023
-265.344,0.023
-256.301,0.023
-246.696,0.023
-235.979,0.023
-224.185,0.023
-211.645,0.023
-198.234,0.024
-184.538,0.024
-171.085,0.024
-157.85,0.024
-144.189,0.024
-129.005,0.024
-113.126,0.025
-96.776,0.025
-79.492,0.025
-62.075,0.025
-46.485,0.025
-32.287,0.025
-16.95,0.026
-0.651,0.026
17.177,0.026
35.138,0.026
52.235,0.026
68.913,0.026
84.274,0.027
99.235,0.027
114.061,0.027
128.619,0.027
142.386,0.027
155.028,0.027
169.007,0.027
182.134,0.027
194.594,0.028
208.147,0.028
220.334,0.028
229.05,0.028
235.729,0.028
244.111,0.028
